date,stock,index,*Beta,ASR,profit
"2017-03-16,四",-0.0258 ,-0.0096 ,-0.008871466,-0.0169 ,-0.0258 
"2017-03-17,五",-0.0039 ,0.0041 ,0.003800433,-0.0077 ,-0.0039 
"2017-03-20,一",0.0466 ,0.0033 ,0.00305958,0.0435 ,0.0466 
"2017-03-21,二",0.0254 ,-0.0050 ,-0.004627822,0.0300 ,0.0254 
"2017-03-22,三",-0.0092 ,0.0010 ,0.000944996,-0.0101 ,-0.0092 
"2017-03-23,四",0.0191 ,0.0064 ,0.005924974,0.0132 ,0.0191 
"2017-03-24,五",-0.0066 ,-0.0008 ,-0.000701382,-0.0059 ,-0.0066 
"2017-03-27,一",-0.0214 ,-0.0043 ,-0.003949335,-0.0174 ,-0.0214 
"2017-03-28,二",-0.0096 ,-0.0036 ,-0.003295378,-0.0063 ,-0.0096 
"2017-03-29,三",-0.0083 ,-0.0096 ,-0.008827757,0.0005 ,-0.0083 
"2017-03-30,四",0.0133 ,0.0038 ,0.003519952,0.0098 ,0.0133 
"2017-03-31,五",0.0202 ,0.0148 ,0.013660397,0.0066 ,0.0202 
"2017-04-05,三",-0.0128 ,0.0033 ,0.00301036,-0.0159 ,-0.0128 
"2017-04-06,四",-0.0051 ,0.0017 ,0.001577465,-0.0067 ,-0.0051 
"2017-04-07,五",-0.0617 ,-0.0052 ,-0.00482798,-0.0569 ,-0.0617 
"2017-04-10,一",0.0058 ,0.0060 ,0.005515383,0.0002 ,0.0058 
"2017-04-11,二",-0.0250 ,-0.0046 ,-0.004239315,-0.0208 ,-0.0250 
"2017-04-12,三",0.0148 ,0.0007 ,0.000599174,0.0142 ,0.0148 
"2017-04-13,四",-0.0082 ,-0.0091 ,-0.008402664,0.0002 ,-0.0082 
"2017-04-14,五",0.0043 ,-0.0074 ,-0.006780625,0.0111 ,0.0043 
"2017-04-17,一",-0.0694 ,-0.0079 ,-0.007276787,-0.0621 ,-0.0694 
"2017-04-18,二",0.0122 ,-0.0081 ,-0.007496072,0.0197 ,0.0122 
"2017-04-19,三",0.0081 ,0.0004 ,0.000409539,0.0077 ,0.0081 
"2017-04-20,四",-0.0158 ,0.0003 ,0.00030484,-0.0161 ,-0.0158 
"2017-04-21,五",0.0098 ,-0.0137 ,-0.012659739,0.0225 ,0.0098 
"2017-04-24,一",-0.0003 ,0.0016 ,0.001483136,-0.0018 ,-0.0003 
"2017-04-25,二",0.0292 ,0.0020 ,0.001845064,0.0273 ,0.0292 
"2017-04-26,三",-0.0047 ,0.0036 ,0.00332503,-0.0080 ,-0.0047 
"2017-04-27,四",0.0028 ,0.0008 ,0.000721629,0.0021 ,0.0028 
"2017-04-28,五",-0.0126 ,-0.0035 ,-0.003196622,-0.0094 ,-0.0126 
"2017-05-02,二",0.0096 ,-0.0027 ,-0.002449027,0.0120 ,0.0096 
"2017-05-03,三",-0.0206 ,-0.0025 ,-0.00234394,-0.0182 ,-0.0206 
"2017-05-04,四",-0.0155 ,-0.0078 ,-0.00716461,-0.0083 ,-0.0155 
"2017-05-05,五",-0.0154 ,-0.0079 ,-0.007250464,-0.0082 ,-0.0154 
"2017-05-08,一",-0.0333 ,0.0006 ,0.000574349,-0.0339 ,-0.0333 
"2017-05-09,二",-0.0169 ,-0.0090 ,-0.008292982,-0.0086 ,-0.0169 
"2017-05-10,三",-0.0210 ,0.0029 ,0.00262755,-0.0237 ,-0.0210 
"2017-05-11,四",0.0140 ,0.0072 ,0.006620876,0.0074 ,0.0140 
"2017-05-12,五",0.0307 ,0.0022 ,0.002007029,0.0287 ,0.0307 
"2017-05-15,一",0.0278 ,0.0074 ,0.006773893,0.0210 ,0.0278 
"2017-05-16,二",-0.0040 ,-0.0027 ,-0.002520552,-0.0015 ,-0.0040 
"2017-05-17,三",-0.0020 ,-0.0046 ,-0.004242115,0.0022 ,-0.0020 
"2017-05-18,四",-0.0151 ,0.0002 ,0.000146032,-0.0152 ,-0.0151 
"2017-05-19,五",0.0017 ,-0.0048 ,-0.004454755,0.0062 ,0.0017 
"2017-05-22,一",-0.0374 ,-0.0045 ,-0.00411111,-0.0333 ,-0.0374 
"2017-05-23,二",0.0223 ,0.0007 ,0.000640636,0.0216 ,0.0223 
"2017-05-24,三",0.0315 ,0.0143 ,0.013149452,0.0183 ,0.0315 
"2017-05-25,四",0.0023 ,0.0007 ,0.000660811,0.0017 ,0.0023 
"2017-05-26,五",-0.0030 ,0.0023 ,0.002108341,-0.0051 ,-0.0030 
"2017-05-31,三",-0.0010 ,-0.0047 ,-0.004301592,0.0033 ,-0.0010 
"2017-06-01,四",0.0117 ,0.0009 ,0.00086673,0.0109 ,0.0117 
"2017-06-02,五",0.0020 ,-0.0045 ,-0.004116063,0.0061 ,0.0020 
"2017-06-05,一",0.0215 ,0.0034 ,0.003118779,0.0184 ,0.0215 
"2017-06-06,二",0.0146 ,0.0123 ,0.011337554,0.0032 ,0.0146 
"2017-06-07,三",-0.0102 ,0.0032 ,0.002935553,-0.0132 ,-0.0102 
"2017-06-08,四",0.0119 ,0.0026 ,0.002359104,0.0096 ,0.0119 
"2017-06-09,五",-0.0246 ,-0.0059 ,-0.005400122,-0.0192 ,-0.0246 
"2017-06-12,一",0.0134 ,0.0044 ,0.004065181,0.0093 ,0.0134 
"2017-06-13,二",0.0029 ,-0.0073 ,-0.006736765,0.0096 ,0.0029 
"2017-06-14,三",0.0319 ,0.0006 ,0.000535382,0.0313 ,0.0319 
"2017-06-15,四",-0.0100 ,-0.0030 ,-0.002740034,-0.0072 ,-0.0100 
"2017-06-16,五",0.0132 ,0.0068 ,0.006251294,0.0070 ,0.0132 
"2017-06-19,一",-0.0068 ,-0.0014 ,-0.001276975,-0.0056 ,-0.0068 
"2017-06-20,二",0.0103 ,0.0052 ,0.004751313,0.0056 ,0.0103 
"2017-06-21,三",0.0279 ,-0.0028 ,-0.002556041,0.0304 ,0.0279 
"2017-06-22,四",0.0136 ,0.0033 ,0.003048868,0.0105 ,0.0136 
"2017-06-23,五",0.0821 ,0.0087 ,0.008040299,0.0740 ,0.0821 
"2017-06-26,一",-0.0069 ,0.0018 ,0.001665263,-0.0085 ,-0.0069 
"2017-06-27,二",0.0459 ,-0.0056 ,-0.005194553,0.0511 ,0.0459 
"2017-06-28,三",0.0595 ,0.0047 ,0.004312718,0.0552 ,0.0595 
"2017-06-29,四",-0.0037 ,0.0014 ,0.001262364,-0.0050 ,-0.0037 
"2017-06-30,五",0.0890 ,0.0011 ,0.001003893,0.0880 ,0.0890 
"2017-07-03,一",0.0046 ,-0.0041 ,-0.00377779,0.0084 ,0.0046 
"2017-07-04,二",-0.0005 ,0.0076 ,0.007039834,-0.0075 ,-0.0005 
"2017-07-05,三",-0.0248 ,0.0017 ,0.001524782,-0.0263 ,-0.0248 
"2017-07-06,四",0.0141 ,0.0017 ,0.001582464,0.0125 ,0.0141 
"2017-07-07,五",0.0016 ,-0.0017 ,-0.001525374,0.0031 ,0.0016 
"2017-07-10,一",-0.0775 ,-0.0030 ,-0.002749081,-0.0748 ,-0.0775 
"2017-07-11,二",-0.0118 ,-0.0017 ,-0.001581357,-0.0102 ,-0.0118 
"2017-07-12,三",0.0152 ,0.0064 ,0.00593885,0.0093 ,0.0152 
"2017-07-13,四",-0.0213 ,0.0013 ,0.001219078,-0.0225 ,-0.0213 
"2017-07-14,五",0.0222 ,-0.0143 ,-0.013134924,0.0354 ,0.0222 
"2017-07-17,一",0.0020 ,0.0035 ,0.003221071,-0.0012 ,0.0020 
"2017-07-18,二",0.0781 ,0.0136 ,0.012541796,0.0655 ,0.0781 
"2017-07-19,三",0.0886 ,0.0043 ,0.003956261,0.0846 ,0.0886 
"2017-07-20,四",-0.0261 ,-0.0021 ,-0.00195264,-0.0242 ,-0.0261 
"2017-07-21,五",0.0087 ,0.0039 ,0.003589342,0.0051 ,0.0087 
"2017-07-24,一",-0.0461 ,-0.0021 ,-0.001957691,-0.0441 ,-0.0461 
"2017-07-25,二",0.0136 ,0.0012 ,0.001129987,0.0125 ,0.0136 
"2017-07-26,三",0.0993 ,0.0006 ,0.000598329,0.0987 ,0.0993 
"2017-07-27,四",-0.0344 ,0.0011 ,0.00098051,-0.0354 ,-0.0344 
"2017-07-28,五",-0.0006 ,0.0061 ,0.00560221,-0.0062 ,-0.0006 
"2017-07-31,一",0.0280 ,0.0060 ,0.00551769,0.0225 ,0.0280 
"2017-08-01,二",-0.0115 ,-0.0023 ,-0.002120092,-0.0094 ,-0.0115 
"2017-08-02,三",-0.0564 ,-0.0037 ,-0.003400534,-0.0530 ,-0.0564 
"2017-08-03,四",0.0035 ,-0.0033 ,-0.003052971,0.0066 ,0.0035 
"2017-08-04,五",-0.0022 ,0.0053 ,0.004906647,-0.0071 ,-0.0022 
"2017-08-07,一",0.0655 ,0.0007 ,0.000676775,0.0648 ,0.0655 
"2017-08-08,二",-0.0060 ,-0.0019 ,-0.001767864,-0.0042 ,-0.0060 
"2017-08-09,三",-0.0046 ,-0.0042 ,-0.003885535,-0.0007 ,-0.0046 
"2017-08-10,四",-0.0008 ,-0.0163 ,-0.01502354,0.0142 ,-0.0008 
"2017-08-11,五",0.1001 ,0.0090 ,0.008272108,0.0918 ,0.1001 
"2017-08-14,一",0.0406 ,0.0043 ,0.003954153,0.0366 ,0.0406 
"2017-08-15,二",0.0581 ,-0.0015 ,-0.001362458,0.0595 ,0.0581 
"2017-08-16,三",0.0243 ,0.0068 ,0.006235175,0.0180 ,0.0243 
"2017-08-17,四",0.0084 ,0.0001 ,8.17125E-05,0.0083 ,0.0084 
"2017-08-18,五",0.0462 ,0.0056 ,0.005124891,0.0410 ,0.0462 
"2017-08-21,一",-0.0366 ,0.0010 ,0.000930208,-0.0376 ,-0.0366 
"2017-08-22,二",-0.0255 ,-0.0008 ,-0.000708148,-0.0248 ,-0.0255 
"2017-08-23,三",0.0048 ,-0.0049 ,-0.004535074,0.0093 ,0.0048 
"2017-08-24,四",0.0466 ,0.0183 ,0.016892933,0.0297 ,0.0466 
"2017-08-25,五",-0.0657 ,0.0093 ,0.008605307,-0.0743 ,-0.0657 
"2017-08-28,一",-0.0311 ,0.0008 ,0.00070659,-0.0318 ,-0.0311 
"2017-08-29,二",0.0096 ,-0.0005 ,-0.00043786,0.0101 ,0.0096 
